date,week,ws,tce_usd_day,source,note
2025-01-10,2025-2,47.05,24997,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-2.html,
2025-01-17,2025-3,77.1,56891,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-3.html,
2025-01-24,2025-4,54.15,31568,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-4.html,
2025-01-31,2025-5,60.15,38212,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-5.html,
2025-02-07,2025-6,67.6,47309,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-6.html,
2025-02-14,2025-7,59.4,37525,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-7.html,
2025-02-21,2025-8,64.94,44160,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-8.html,
2025-02-28,2025-9,58.1,37997,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-9.html,
2025-03-07,2025-10,57.1,38342,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-10.html,
2025-03-14,2025-11,58.55,39305,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-11.html,
2025-03-21,2025-12,58.75,51536,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-12.html,as reported; TCE looks high vs adjacent weeks
2025-03-28,2025-13,58.95,39224,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-13.html,
2025-04-04,2025-14,57.25,36465,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-14.html,
2025-04-11,2025-15,54.1,36533,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-15.html,
2025-04-25,2025-17,70.93,55010,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-17.html,
2025-05-02,2025-18,67,51134,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-18.html,
2025-05-09,2025-19,59.55,41547,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-19.html,
2025-05-16,2025-20,64.35,45668,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-20.html,
2025-05-23,2025-21,61.15,42278,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-21.html,
2025-05-30,2025-22,52.1,32294,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-22.html,
2025-06-06,2025-23,44.35,24332,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-23.html,
2025-06-13,2025-24,43.6,22764,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-24.html,
2025-06-20,2025-25,75.8,57758,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-25.html,
2025-06-27,2025-26,55.5,35281,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-26.html,
2025-07-04,2025-27,47.4,26512,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-27.html,
2025-07-11,2025-28,49.4,28470,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-28.html,
2025-07-18,2025-29,53.2,32978,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-29.html,
2025-07-25,2025-30,46.15,25493,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-30.html,
2025-08-01,2025-31,43.3,22048,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-31.html,
2025-08-08,2025-32,56.65,37158,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-32.html,
2025-08-15,2025-33,56,37300,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-33.html,
2025-08-22,2025-34,67.05,50300,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-34.html,
2025-08-29,2025-35,66.5,49034,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-35.html,
2025-09-05,2025-36,70.22,53783,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-36.html,
2025-09-12,2025-37,87,74338,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-37.html,
2025-09-19,2025-38,105.33,95835,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-38.html,
2025-09-26,2025-39,100,90000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-39.html,
2025-10-03,2025-40,81.89,68146,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-40.html,
2025-10-10,2025-41,72.17,56800,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-41.html,
2025-10-17,2025-42,94.72,85109,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-42.html,
2025-10-24,2025-43,84.28,72678,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-43.html,
2025-10-31,2025-44,127.83,123776,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-44.html,
2025-11-07,2025-45,107,98773,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-45.html,
2025-11-14,2025-46,129.28,125784,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-46.html,
2025-11-21,2025-47,133.94,131252,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-47.html,
2025-11-28,2025-48,136.06,138266,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-48.html,
2025-12-05,2025-49,123.42,125613,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-49.html,
2025-12-12,2025-50,125.78,122676,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-50.html,
2025-12-19,2025-51,114.61,109837,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2025/tanker-report-week-51.html,
2026-01-09,2026-2,74.17,55540,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-2.html,
2026-01-16,2026-3,112.17,96338,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-3.html,
2026-01-23,2026-4,126.5,112394,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-4.html,
2026-01-30,2026-5,94.61,75807,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-5.html,
2026-02-06,2026-6,137.17,122666,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-6.html,recovered from full report text
2026-02-13,2026-7,132.78,117360,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-7.html,
2026-02-20,2026-8,163.28,151208,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-8.html,
2026-02-27,2026-9,216.89,209550,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-9.html,
2026-03-06,2026-10,473.33,485959,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-10.html,
2026-03-13,2026-11,348.89,326198,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-11.html,
2026-03-20,2026-12,413.89,400928,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-12.html,
2026-03-27,2026-13,400,356483,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-13.html,
2026-04-10,2026-15,444,444200,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-15.html,
2026-04-17,2026-16,448.22,474000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-16.html,
2026-04-24,2026-17,459.28,467408,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-17.html,
2026-05-01,2026-18,408.13,407437,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-18.html,
2026-05-08,2026-19,458.75,462102,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-19.html,
2026-05-15,2026-20,447.5,448502,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-20.html,
2026-05-22,2026-21,402.5,397753,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-21.html,
2026-05-29,2026-22,391.88,389536,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-22.html,
2026-06-05,2026-23,402.5,400700,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-23.html,
2026-06-12,2026-24,401.94,402500,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-24.html,
2026-06-19,2026-25,450.56,461000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-25.html,
2026-06-26,2026-26,318.89,313000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-26.html,
2026-07-03,2026-27,293.89,286500,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-27.html,
2026-07-10,2026-28,345,344250,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-28.html,
2026-07-17,2026-29,372,368900,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-29.html,
2026-07-24,2026-30,386.78,382397,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-30.html,
2026-07-31,2026-31,424.33,423434,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-31.html,
2026-08-07,2026-32,475.56,481286,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-32.html,
2026-08-14,2026-33,482,490000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-33.html,"WS derived from week 34 report (WS570 = +88 pts); TCE interpolated, not reported"
2026-08-21,2026-34,570,585000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-34.html,
2026-08-28,2026-35,623,647000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-35.html,
2026-09-04,2026-36,677.22,704000,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-36.html,
2026-09-11,2026-37,821.11,862150,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-37.html,
2026-09-18,2026-38,1140,1212503,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-38.html,from the week 38 report via r.jina.ai; report says WS929.44 on Friday Sep 11 vs WS821.11 quoted for Thursday in the week 37 report
2026-09-25,2026-39,1157.5,1235414,https://www.balticexchange.com/en/data-services/WeeklyRoundup/tanker/news/2026/tanker-report-week-39.html,
