date,ws,tce_usd_day
2025-02-14,62,
2025-02-17,63,
2025-02-18,65,
2025-02-19,67.5,
2025-02-20,68,
2025-02-21,62,
2025-02-24,61,
2025-02-25,58.75,
2025-02-26,59,
2025-02-27,58.5,
2025-02-28,57,
2025-03-03,57,
2025-03-04,57.5,
2025-03-05,58.5,
2025-03-06,57,
2025-03-07,57,
2025-03-10,57,
2025-03-11,57.5,
2025-03-12,57.5,
2025-03-13,58.5,
2025-03-14,59,
2025-03-17,59,
2025-03-18,61.5,
2025-03-19,68.5,
2025-03-20,70,
2025-03-21,66,
2025-03-24,65,
2025-03-25,62.5,
2025-03-26,62,
2025-03-27,61,
2025-03-28,59,
2025-03-31,59.5,
2025-04-01,59.5,
2025-04-02,60,
2025-04-03,57.5,
2025-04-04,56.5,
2025-04-07,56,
2025-04-08,55,
2025-04-09,55,
2025-04-10,54,
2025-04-11,54,
2025-04-14,53.5,
2025-04-15,54,
2025-04-16,54.5,
2025-04-17,63,
2025-04-22,64,
2025-04-23,65,
2025-04-24,70,
2025-04-25,72.5,
2025-04-28,75,
2025-04-29,73,
2025-04-30,71.5,
2025-05-01,67.5,
2025-05-02,66,
2025-05-05,66,
2025-05-06,66,
2025-05-07,63,
2025-05-08,60,
2025-05-09,61,
2025-05-12,60.5,
2025-05-13,60,
2025-05-14,60,
2025-05-15,64,
2025-05-16,64,
2025-05-19,64,
2025-05-20,63.5,
2025-05-21,59.5,
2025-05-22,59.5,
2025-05-23,60,
2025-05-26,60,
2025-05-27,59.5,
2025-05-28,56,
2025-05-29,51.5,
2025-05-30,51,
2025-06-02,49,
2025-06-03,47,
2025-06-04,45,
2025-06-05,45,
2025-06-06,43.5,
2025-06-09,44.5,
2025-06-10,45,
2025-06-11,45,
2025-06-12,45,
2025-06-13,50,
2025-06-16,62.5,
2025-06-17,71,
2025-06-18,70,
2025-06-19,70,
2025-06-20,77,
2025-06-23,80,
2025-06-24,92.5,
2025-06-25,77,
2025-06-26,55,
2025-06-27,55,
2025-06-30,50,
2025-07-01,48,
2025-07-02,47.5,
2025-07-03,47,
2025-07-04,47,
2025-07-07,46,
2025-07-08,46,
2025-07-09,47.5,
2025-07-10,49.5,
2025-07-11,49.5,
2025-07-14,51.5,
2025-07-15,51.5,
2025-07-16,55.5,
2025-07-17,53,
2025-07-18,52.5,
2025-07-21,52,
2025-07-22,51.5,
2025-07-23,50,
2025-07-24,45,
2025-07-25,45,
2025-07-28,45,
2025-07-29,43.5,
2025-07-30,44,
2025-07-31,44,
2025-08-01,44,
2025-08-04,48.5,
2025-08-05,48.5,
2025-08-06,51,
2025-08-07,56,
2025-08-08,56.5,
2025-08-11,57.5,
2025-08-12,56.5,
2025-08-13,53.5,
2025-08-14,56,
2025-08-15,56.5,
2025-08-18,57,
2025-08-19,58,
2025-08-20,60,
2025-08-21,60,
2025-08-22,67.5,
2025-08-25,69,
2025-08-26,67.5,
2025-08-27,66.5,
2025-08-28,67.5,
2025-08-29,66,
2025-09-01,59,
2025-09-02,64,
2025-09-03,67,
2025-09-04,67.5,
2025-09-05,80,
2025-09-08,77.5,
2025-09-09,76.5,
2025-09-10,72.5,
2025-09-11,77.5,
2025-09-12,95,
2025-09-15,95,
2025-09-16,100,
2025-09-17,105,
2025-09-18,105,
2025-09-19,102.5,
2025-09-22,97.5,
2025-09-23,100,
2025-09-24,101.5,
2025-09-25,101,
2025-09-26,100,
2025-09-29,98.5,
2025-09-30,90,
2025-10-01,89,
2025-10-02,82.5,
2025-10-03,79,
2025-10-06,78,
2025-10-07,77,
2025-10-08,70,
2025-10-09,69,
2025-10-10,92.5,
2025-10-13,100,
2025-10-14,95,
2025-10-15,92.5,
2025-10-16,95,
2025-10-17,96,
2025-10-20,96,
2025-10-21,95,
2025-10-22,93,
2025-10-23,85,
2025-10-24,90,
2025-10-27,90,
2025-10-28,97.5,
2025-10-29,112.5,
2025-10-30,130,
2025-10-31,132.5,
2025-11-03,126.5,
2025-11-04,117.5,
2025-11-05,107.5,
2025-11-06,107.5,
2025-11-07,102.5,
2025-11-10,103,
2025-11-11,103,
2025-11-12,110,
2025-11-13,125,
2025-11-14,132.5,
2025-11-17,130,
2025-11-18,125,
2025-11-19,127.5,
2025-11-20,135,
2025-11-21,140,
2025-11-24,140,
2025-11-25,146,
2025-11-26,140,
2025-11-27,135,
2025-11-28,132.5,
2025-12-01,130,
2025-12-02,125,
2025-12-03,122.5,
2025-12-04,122.5,
2025-12-05,122.5,
2025-12-08,124,
2025-12-09,124,
2025-12-10,124,
2025-12-11,126,
2025-12-12,127,
2025-12-15,127,
2025-12-16,126,
2025-12-17,125,
2025-12-18,120,
2025-12-19,115,
2025-12-22,112.5,
2025-12-23,80,
2025-12-24,69,
2025-12-29,62.5,
2025-12-30,60,
2025-12-31,57.5,
2026-01-02,50,
2026-01-05,47.5,
2026-01-06,50,
2026-01-07,51,
2026-01-08,62.5,
2026-01-09,77.5,
2026-01-12,80,
2026-01-13,85,
2026-01-14,92.5,
2026-01-15,120,
2026-01-16,122.5,
2026-01-19,130,
2026-01-20,130,
2026-01-21,130,
2026-01-22,135,
2026-01-23,125,
2026-01-26,112.5,
2026-01-27,101.5,
2026-01-28,92.5,
2026-01-29,95,
2026-01-30,97.5,
2026-02-02,145,
2026-02-03,145,
2026-02-04,139,
2026-02-05,135,
2026-02-06,140,
2026-02-09,140,
2026-02-10,139,
2026-02-11,136,
2026-02-12,132.5,
2026-02-13,135,
2026-02-16,145,
2026-02-17,150,
2026-02-18,155,
2026-02-19,165,
2026-02-20,167.5,
2026-02-23,181,
2026-02-24,200,
2026-02-25,210,
2026-02-26,215,
2026-02-27,222.5,
2026-03-02,400,
2026-03-03,410,
2026-03-04,410,
2026-03-05,410,
2026-03-06,410,
2026-03-09,450,
2026-03-10,450,
2026-03-11,450,
2026-03-12,450,
2026-03-13,325,
2026-03-16,275,
2026-03-17,310,
2026-03-18,450,
2026-03-19,420,
2026-03-20,400,
2026-03-23,400,
2026-03-24,400,
2026-03-25,350,
2026-03-26,350,
2026-03-27,350,
2026-03-30,350,
2026-03-31,350,
2026-04-01,350,
2026-04-02,350,
2026-04-07,350,
2026-04-08,450,
2026-04-09,450,
2026-04-10,420,
2026-04-13,420,
2026-04-14,420,
2026-04-15,450,
2026-04-16,450,
2026-04-17,400,
2026-04-20,425,
2026-04-21,400,
2026-04-22,400,
2026-04-23,400,
2026-04-24,400,
2026-04-27,400,
2026-04-28,395,
2026-04-29,395,
2026-04-30,395,
2026-05-01,395,
2026-05-04,395,
2026-05-05,375,
2026-05-06,375,
2026-05-07,375,
2026-05-08,375,
2026-05-11,375,
2026-05-12,375,
2026-05-13,375,
2026-05-14,370,
2026-05-15,370,
2026-05-18,370,
2026-05-19,370,
2026-05-20,370,
2026-05-21,360,
2026-05-22,360,
2026-05-26,360,
2026-05-27,360,
2026-05-28,360,
2026-05-29,360,
2026-06-01,360,
2026-06-02,370,
2026-06-03,370,
2026-06-04,370,
2026-06-05,370,
2026-06-08,370,
2026-06-09,370,
2026-06-10,370,
2026-06-11,370,
2026-06-12,370,
2026-06-15,370,
2026-06-16,400,
2026-06-17,400,
2026-06-18,425,
2026-06-19,450,
2026-06-22,450,
2026-06-23,450,
2026-06-24,410,
2026-06-25,405,
2026-06-26,295,
2026-06-29,310,
2026-06-30,310,
2026-07-01,275,
2026-07-02,300,
2026-07-03,310,
2026-07-06,325,
2026-07-07,325,
2026-07-08,320,
2026-07-09,350,
2026-07-10,350,
2026-07-13,400,
2026-07-14,400,
2026-07-15,400,
2026-07-16,375,
2026-07-17,375,
2026-07-20,375,
2026-07-21,375,
2026-07-22,385,
2026-07-23,385,
2026-07-24,385,
2026-07-27,385,
2026-07-28,385,
2026-07-29,385,
2026-07-30,400,
2026-07-31,400,
2026-08-03,400,
2026-08-04,400,
2026-08-05,400,
2026-08-06,400,
2026-08-07,440,
2026-08-10,475,
2026-08-11,500,
2026-08-12,500,
2026-08-13,500,
2026-08-14,500,
2026-08-17,500,
2026-08-18,510,
2026-08-19,510,
2026-08-20,550,
2026-08-21,600,
2026-08-24,600,
2026-08-25,600,
2026-08-26,600,
2026-08-27,600,
2026-08-28,600,
2026-08-31,600,
2026-09-01,650,
2026-09-02,650,
2026-09-03,675,
2026-09-04,660,
2026-09-07,660,
2026-09-08,700,
2026-09-09,725,
2026-09-10,750,
2026-09-11,800,
2026-09-14,950,
2026-09-15,950,
2026-09-16,1000,
2026-09-17,1100,
2026-09-18,1140,
